Job_Title,Category,Domain,Job_Description,Skills,Keywords,Domain_Signals,Sample_Resume
Retail Associate,Retail Associate,Retail Technology,"Assist customers on the shop floor, manage stock and visual merchandising, operate POS systems, achieve sales targets, and deliver exceptional retail service.",customer service visual merchandising stock management pos systems product knowledge sales targets upselling communication retail operations,"customer service,visual merchandising,stock management,pos systems,product knowledge,sales targets,upselling,retail operations","customer service,visual merchandising,stock management,pos systems,upselling","Retail Associate with customer service, visual merchandising, stock management, POS, upselling, and retail operations expertise."
Store Manager,Store Manager,Retail Technology,"Manage store P&L, lead retail teams, control stock, oversee visual merchandising, recruit and train staff, and deliver outstanding customer experiences.",store management p&l retail operations team management stock control visual merchandising kpi reporting customer experience hr recruitment training,"store management,p&l,retail operations,team management,stock control,visual merchandising,kpi reporting,customer experience,recruitment,training","store management,p&l,retail operations,team management,stock control,visual merchandising,kpi reporting","Store Manager with store management, P&L, retail operations, team leadership, stock control, visual merchandising, and KPI reporting expertise."
Barber,Barber,Personal Services,"Deliver precision haircuts, fades, and beard grooming. Provide outstanding customer service, manage appointment schedules, maintain hygiene standards, and promote retail products.",barbering hair cutting fade techniques beard grooming customer service appointment management retail sales hygiene standards barbershop operations,"barbering,hair cutting,fade techniques,beard grooming,customer service,appointment management,retail sales,hygiene standards","barbering,hair cutting,fade techniques,beard grooming,customer service,appointment management","Barber with barbering, hair cutting, fade techniques, beard grooming, customer service, appointment management, and retail sales expertise."
Hair Stylist,Hair Stylist,Personal Services,"Provide expert hair cutting, colouring, balayage, and treatment services. Conduct customer consultations, manage appointments, and maintain high salon standards.",hair styling cutting colouring balayage highlights perms treatments customer consultation appointment management salon operations product knowledge,"hair styling,cutting,colouring,balayage,highlights,perms,treatments,customer consultation,appointment management,salon operations","hair styling,cutting,colouring,balayage,highlights,customer consultation,appointment management","Hair Stylist with hair cutting, colouring, balayage, highlights, customer consultation, appointment management, and salon operations expertise."
Makeup Artist,Makeup Artist,General,makeup artist skills experience responsibilities and industry knowledge,makeup artistry bridal editorial film television sfx airbrush client consultation color theory hygiene,"makeup,artistry,bridal,editorial,film,television,sfx,airbrush,client consultation,color theory,products,hygiene",,experienced professional with skills in makeup artist related tools technologies and responsibilities
Massage Therapist,Massage Therapist,General,massage therapist skills experience responsibilities and industry knowledge,massage therapy swedish deep tissue trigger point sports massage client assessment draping license lmt,"massage therapy,swedish,deep tissue,trigger point,sports massage,client assessment,draping,documentation,license,lmt",,experienced professional with skills in massage therapist related tools technologies and responsibilities
Baker,Baker,Food & Hospitality,"Produce a variety of breads, pastries, and cakes to high quality standards. Manage HACCP food safety compliance, develop new recipes, and operate commercial kitchen equipment.",baking bread pastry cake decoration food safety haccp ingredient measurement recipe development time management commercial kitchen operations,"baking,bread,pastry,cake decoration,food safety,haccp,ingredient measurement,recipe development,commercial kitchen","baking,bread,pastry,cake decoration,food safety,haccp,recipe development","Baker with baking, bread/pastry production, cake decoration, HACCP food safety, recipe development, and commercial kitchen expertise."
Barista,Barista,General,barista skills experience responsibilities and industry knowledge,coffee espresso latte customer service pos cleanliness milk steaming specialty coffee training,"coffee,espresso,latte,barista,customer service,pos,cleanliness,speed,milk steaming,specialty coffee,training",,experienced professional with skills in barista related tools technologies and responsibilities
Bartender,Bartender,Food & Hospitality,"Prepare and serve cocktails, wines, and spirits. Provide excellent customer service, manage stock/cellar, operate POS, maintain hygiene standards, and upsell premium drinks.",cocktail preparation drink mixing customer service pos systems cellar management stock control hygiene standards bar operations upselling,"cocktail preparation,drink mixing,customer service,pos systems,cellar management,stock control,hygiene standards,bar operations,upselling","cocktail preparation,drink mixing,customer service,pos systems,cellar management,upselling","Bartender with cocktail preparation, drink mixing, customer service, POS, cellar management, stock control, hygiene, and upselling expertise."
Waiter,Waiter,Food & Hospitality,"Deliver attentive table service, advise on menus, take accurate orders using POS systems, upsell dishes and drinks, and ensure food hygiene standards are met.",customer service food service pos systems menu knowledge table management upselling teamwork food hygiene communication hospitality,"customer service,food service,pos systems,menu knowledge,table management,upselling,food hygiene,communication","customer service,food service,pos systems,menu knowledge,upselling,food hygiene","Waiter with customer service, food service, POS, menu knowledge, table management, upselling, and food hygiene expertise."
Janitor,Janitor,Facilities Management,"Maintain clean and safe facilities by operating cleaning equipment, handling chemicals safely, following safety compliance standards, and completing maintenance logs.",cleaning maintenance facility upkeep safety compliance cleaning chemicals handling equipment operation record keeping time management team work,"cleaning,maintenance,facility upkeep,safety compliance,cleaning chemicals,equipment operation,record keeping,time management","cleaning,maintenance,facility upkeep,safety compliance,cleaning chemicals,equipment operation","Janitor with cleaning, facility maintenance, safety compliance, chemical handling, equipment operation, and record-keeping expertise."
Housekeeper,Housekeeper,Facilities Management,"Maintain guest rooms and common areas to luxury standards. Manage laundry, replenish supplies, inspect cleanliness, and deliver exceptional guest service.",housekeeping room maintenance cleaning standards guest service laundry management inventory supplies inspection safety compliance hospitality,"housekeeping,room maintenance,cleaning standards,guest service,laundry management,inventory,inspection,safety compliance","housekeeping,room maintenance,cleaning standards,guest service,laundry management,safety compliance","Housekeeper with housekeeping, room maintenance, cleaning standards, guest service, laundry management, inventory, and safety compliance expertise."
Security Guard,Security Guard,Public Safety & Law Enforcement,"Monitor premises using CCTV, control access, respond to incidents, manage crowd control, report security breaches, and maintain a safe and secure environment.",security operations access control cctv monitoring incident reporting crowd control customer service conflict resolution health safety first aid,"security operations,access control,cctv monitoring,incident reporting,crowd control,customer service,conflict resolution,health safety,first aid","security operations,access control,cctv monitoring,incident reporting,conflict resolution","Security Guard with security operations, CCTV monitoring, access control, incident reporting, conflict resolution, and first aid expertise."
Drone Pilot,Drone Pilot,Extended Reality,"Operate commercial UAVs for photography, videography, LiDAR mapping, and photogrammetric surveys. Ensure FAA/CAA Part 107 regulatory compliance and conduct pre-flight safety checks.",uav drone operation part 107 faa caa regulations drone photography videography lidar mapping photogrammetry gps pre-flight checks maintenance,"uav,drone operation,part 107,faa,caa,drone photography,videography,lidar,mapping,photogrammetry,gps,pre-flight checks","uav,drone operation,lidar,photogrammetry,gps,drone photography,videography","Drone Pilot with UAV operation, FAA/CAA compliance, drone photography/videography, LiDAR, photogrammetry, GPS, and pre-flight safety expertise."
Sustainability Consultant,Sustainability Consultant,Environmental Science,"Develop ESG strategies, conduct carbon footprint and lifecycle assessments, define net-zero roadmaps, ensure ISO 14001 compliance, and report to GRI/TCFD frameworks.",sustainability esg climate change carbon footprint lifecycle assessment iso 14001 net zero renewable energy stakeholder management reporting frameworks,"sustainability,esg,climate change,carbon footprint,lifecycle assessment,iso 14001,net zero,renewable energy,stakeholder management,reporting frameworks","sustainability,esg,carbon footprint,lifecycle assessment,net zero,renewable energy,iso 14001","Sustainability Consultant with ESG, carbon footprint, lifecycle assessment, net-zero strategy, ISO 14001, renewable energy, and sustainability reporting expertise."
Prompt Engineer,Prompt Engineer,Artificial Intelligence,"Design and optimise prompts for LLM applications. Build RAG pipelines with LangChain, evaluate model outputs, and fine-tune models for domain tasks.",prompt engineering langchain openai api gpt-4 rag embeddings vector database function calling agents,"prompt engineering,langchain,llamaindex,openai api,gpt-4,claude,gemini,rag,retrieval augmented generation,embeddings,vector database,function calling,agents,evaluation","llm,prompt design,chain of thought,few-shot,rag,langchain,openai api,claude,gpt-4,vector databases","Prompt Engineer with LLM prompt optimisation, RAG pipelines, LangChain, LlamaIndex, OpenAI API, and model evaluation expertise."
Virtual Reality Developer,Virtual Reality Developer,Extended Reality,"Build VR/AR experiences in Unity/Unreal Engine. Implement OpenXR integrations, spatial audio, haptics, and optimise for Meta Quest hardware.",unity unreal engine c# c++ vr ar xr oculus meta quest openxr steamvr 3d modelling blender shader programming spatial audio haptics,"unity,unreal engine,c#,c++,vr,ar,xr,oculus,meta quest,openxr,steamvr,blender,shader programming,spatial audio,haptics","unity,unreal engine,vr,ar,oculus,meta quest,openxr,steamvr,shader programming,spatial audio","VR/AR Developer skilled in Unity, Unreal Engine, C#/C++, OpenXR, Meta Quest, SteamVR, shader programming, and XR performance optimisation."
E-sports Manager,E-sports Manager,Gaming,"Manage esports teams through player recruitment, tournament coordination, and performance development. Secure sponsorships, build content strategy, and grow social media audiences.",esports team management player development tournament coordination sponsorship management content strategy social media analytics twitch youtube streaming,"esports,team management,player development,tournament coordination,sponsorship management,content strategy,social media,analytics,twitch,youtube","esports,team management,tournament coordination,sponsorship management,twitch,youtube","Esports Manager with team management, player development, tournament coordination, sponsorship, content strategy, Twitch/YouTube, and analytics expertise."
Streamer,Streamer,Gaming,"Produce and broadcast live content on Twitch/YouTube using OBS/Streamlabs. Build communities, engage audiences, negotiate brand sponsorships, and analyse growth metrics.",live streaming twitch youtube obs streamlabs content creation community management social media audience engagement sponsorship analytics brand partnerships,"live streaming,twitch,youtube,obs,streamlabs,content creation,community management,social media,audience engagement,sponsorship,analytics","live streaming,twitch,youtube,obs,streamlabs,content creation,community management,audience engagement","Streamer with live streaming, Twitch/YouTube, OBS, Streamlabs, content creation, community management, and audience engagement expertise."
Community Manager,Community Manager,General,community manager skills experience responsibilities and industry knowledge,community management discord reddit twitter moderation engagement events forums user generated content,"community management,discord,reddit,twitter,facebook groups,moderation,engagement,events,forums,user generated content,nps,ambassador",,experienced professional with skills in community manager related tools technologies and responsibilities
User Researcher,User Researcher,Design,"Plan and conduct user research through interviews, surveys, and usability testing. Synthesise findings into personas and journey maps, and present actionable insights to stakeholders.",user research usability testing interviews surveys affinity mapping journey mapping personas data synthesis stakeholder reporting figma ux research methods,"user research,usability testing,interviews,surveys,affinity mapping,journey mapping,personas,data synthesis,stakeholder reporting,figma","user research,usability testing,interviews,affinity mapping,journey mapping,personas,stakeholder reporting","User Researcher with user research, usability testing, interviews, affinity mapping, journey mapping, personas, and stakeholder reporting expertise."
Life Coach,Life Coach,Public & Social Services,"Guide clients through personal development, goal setting, and behaviour change using motivational interviewing, NLP, and mindfulness coaching frameworks.",life coaching goal setting motivational interviewing active listening coaching frameworks nlp mindfulness personal development client management,"life coaching,goal setting,motivational interviewing,active listening,coaching frameworks,nlp,mindfulness,personal development,client management","life coaching,goal setting,motivational interviewing,nlp,mindfulness,personal development","Life Coach with goal setting, motivational interviewing, NLP, mindfulness, coaching frameworks, active listening, and personal development expertise."
Private Investigator,Private Investigator,General,private investigator skills experience responsibilities and industry knowledge,investigation surveillance background check skip tracing report evidence legal database undercover,"investigation,surveillance,background check,skip tracing,report writing,evidence,legal,database research,undercover",,experienced professional with skills in private investigator related tools technologies and responsibilities
Dog Trainer,Dog Trainer,Personal Services,"Train dogs using positive reinforcement and evidence-based behaviour techniques. Deliver puppy and obedience classes, conduct behaviour assessments, and advise owners.",animal behaviour training techniques positive reinforcement obedience training puppy classes canine behaviour assessment client communication safety,"animal behaviour,training techniques,positive reinforcement,obedience training,puppy classes,canine behaviour assessment,client communication,safety","animal behaviour,positive reinforcement,obedience training,canine behaviour assessment","Dog Trainer with animal behaviour, positive reinforcement, obedience training, puppy classes, canine behaviour assessment, and client communication expertise."
Pet Groomer,Pet Groomer,Personal Services,"Groom cats and dogs according to breed standards. Perform bathing, trimming, and styling, ensure animal safety and comfort, manage appointments, and advise owners.",pet grooming bathing trimming styling breed standards animal handling customer service appointment management hygiene standards safety,"pet grooming,bathing,trimming,styling,breed standards,animal handling,customer service,appointment management,hygiene standards","pet grooming,bathing,trimming,styling,breed standards,animal handling","Pet Groomer with pet grooming, bathing, trimming, breed standards, animal handling, customer service, and hygiene expertise."
Landscaper,Landscaper,Environmental Science,"Design and maintain landscapes through planting, irrigation installation, soil management, and machinery operation. Manage client projects and ensure health & safety compliance.",landscaping garden design planting soil management irrigation maintenance machinery operation customer service project planning health safety,"landscaping,garden design,planting,soil management,irrigation,maintenance,machinery operation,customer service,project planning,health safety","landscaping,garden design,planting,soil management,irrigation,maintenance,machinery operation","Landscaper with landscaping, garden design, planting, soil management, irrigation, machinery operation, and project planning expertise."
Oceanographer,Oceanographer,General,oceanographer skills experience responsibilities and industry knowledge,oceanography field research ctd acoustic doppler gis matlab python r data analysis publications,"oceanography,field research,ctd,acoustic doppler,gis,matlab,python,r,data analysis,publications,modeling,buoy",,experienced professional with skills in oceanographer related tools technologies and responsibilities
Archaeologist,Archaeologist,General,archaeologist skills experience responsibilities and industry knowledge,archaeology excavation field survey gis artifact stratigraphy lab analysis heritage conservation,"archaeology,excavation,field survey,gis,artifact,stratigraphy,lab analysis,report writing,permits,heritage,conservation",,experienced professional with skills in archaeologist related tools technologies and responsibilities
Anthropologist,Anthropologist,General,anthropologist skills experience responsibilities and industry knowledge,anthropology ethnography fieldwork qualitative research cultural analysis participant observation,"anthropology,ethnography,fieldwork,qualitative research,cultural analysis,participant observation,writing,publications",,experienced professional with skills in anthropologist related tools technologies and responsibilities
Sociologist,Sociologist,General,sociologist skills experience responsibilities and industry knowledge,sociology research methods quantitative qualitative surveys data analysis stata r policy publications,"sociology,research methods,quantitative,qualitative,surveys,data analysis,stata,r,policy,publications,social theory",,experienced professional with skills in sociologist related tools technologies and responsibilities
Translator,Translator,General,translator skills experience responsibilities and industry knowledge,translation localization cat tools trados memoq terminology translation memory quality assurance,"translation,localization,cat tools,trados,memoq,terminology,translation memory,quality assurance,proofreading,target language",,experienced professional with skills in translator related tools technologies and responsibilities
Interpreter,Interpreter,General,interpreter skills experience responsibilities and industry knowledge,interpretation consecutive simultaneous conference court medical legal remote interpreting certification,"interpretation,consecutive,simultaneous,conference,court,medical,legal,language access,remote interpreting,certification",,experienced professional with skills in interpreter related tools technologies and responsibilities
Voiceover Artist,Voiceover Artist,Media & Entertainment,"Record commercial, narration, and character voiceovers in studio and home recording setups. Edit audio with Adobe Audition/DAW, interpret scripts, and meet broadcast standards.",voice acting recording studio microphone technique audio editing adobe audition daw script interpretation character voices commercial narration,"voice acting,recording studio,microphone technique,audio editing,adobe audition,daw,script interpretation,character voices,commercial narration","voice acting,microphone technique,audio editing,adobe audition,daw,commercial narration","Voiceover Artist with voice acting, microphone technique, audio editing, Adobe Audition, DAW, script interpretation, and commercial narration expertise."
Model,Model,Media & Entertainment,"Work with clients on editorial, commercial, and runway campaigns. Develop portfolio, collaborate with photographers and stylists, and build brand partnerships via social media.",modelling posing editorial fashion commercial runway client briefs portfolio development networking agency representation brand collaboration social media,"modelling,posing,editorial,fashion,commercial,runway,client briefs,portfolio development,networking,social media","modelling,posing,editorial,fashion,commercial,runway,portfolio development","Model with editorial/commercial/runway modelling, posing, portfolio development, client collaboration, agency representation, and social media expertise."
Stunt Performer,Stunt Performer,Media & Entertainment,"Perform precision stunts including driving, wire work, and fight choreography on film/TV productions. Coordinate with directors, manage on-set safety, and rig stunt systems.",stunt coordination stunt driving wire work fight choreography on set safety martial arts gymnastics rigging fire safety stunts film production,"stunt coordination,stunt driving,wire work,fight choreography,on set safety,martial arts,gymnastics,rigging,fire safety,film production","stunt coordination,stunt driving,wire work,fight choreography,on set safety,rigging","Stunt Performer with stunt coordination, stunt driving, wire work, fight choreography, rigging, on-set safety, and film production expertise."
Auctioneer,Auctioneer,Sales & Business Development,"Manage and conduct auctions across estate, art, and commercial categories. Prepare auction catalogues, value lots, manage bidder registration, and deliver dynamic bid calling.",auctioneering lot management valuations client management bidding procedures auction catalogue preparation public speaking event coordination crm,"auctioneering,lot management,valuations,client management,bidding procedures,auction catalogue,public speaking,event coordination,crm","auctioneering,lot management,valuations,client management,bidding procedures,public speaking","Auctioneer with auctioneering, lot management, valuations, auction catalogue preparation, client management, and public speaking expertise."
Travel Blogger,Travel Blogger,Digital Marketing,"Create and publish travel content across blog, Instagram, and YouTube channels. Optimise for SEO, manage brand partnerships, monetise through affiliate/sponsorships, and track analytics.",content creation blogging seo photography social media instagram youtube video editing partnership management monetisation google analytics,"content creation,blogging,seo,photography,social media,instagram,youtube,video editing,partnership management,monetisation,google analytics","content creation,blogging,seo,instagram,youtube,video editing,partnership management,monetisation","Travel Blogger with content creation, blogging, SEO, Instagram/YouTube, video editing, brand partnership management, and monetisation expertise."
Food Critic,Food Critic,Media & Communications,"Research and write authoritative restaurant and food reviews for print and digital media. Develop culinary knowledge, build editorial voice, and grow social media audiences.",food criticism restaurant reviews culinary knowledge writing editing seo content management publishing social media photography communication,"food criticism,restaurant reviews,culinary knowledge,writing,editing,seo,content management,social media,photography","food criticism,restaurant reviews,culinary knowledge,writing,seo,social media,photography","Food Critic with food criticism, restaurant reviews, culinary knowledge, editorial writing, SEO, social media, and food photography expertise."
Mystery Shopper,Mystery Shopper,Retail Technology,"Conduct mystery shopping assignments across retail, hospitality, and service environments. Evaluate customer experience, complete audit checklists, and produce detailed evaluation reports.",mystery shopping evaluation report writing customer experience assessment retail audit data collection observation communication attention to detail,"mystery shopping,evaluation,report writing,customer experience assessment,retail audit,data collection,observation,attention to detail","mystery shopping,evaluation,customer experience assessment,retail audit,report writing","Mystery Shopper with mystery shopping, customer experience evaluation, retail auditing, report writing, data collection, and attention to detail expertise."
Scrum Master,Scrum Master,Agile & Project Management,"Facilitate Scrum ceremonies, coach agile teams, remove impediments, manage Jira boards, and work with product owners to optimise delivery velocity.",scrum sprint planning retrospective backlog refinement agile coaching jira safe scaled agile,"scrum,sprint planning,retrospective,daily standup,backlog refinement,kanban,agile coaching,impediment removal,jira,confluence,safe,scaled agile","project management, pmp, prince2, waterfall, agile, scrum, kanban, jira, ms project, smartsheet, asana, trello, budget management, risk management, stakeholder management, change management, milestone, gantt, resource management","Scrum Master with Scrum/Kanban, sprint facilitation, team coaching, Jira/Confluence, SAFe, and velocity optimisation expertise."
Agile Coach,Agile Coach,Agile & Project Management,"Coach organisations through agile transformation. Facilitate Scrum/Kanban, train teams on SAFe, run retrospectives, and drive sustainable agile adoption at scale.",agile scrum kanban safe coaching facilitation organizational transformation continuous improvement lean,"agile,scrum,kanban,safe,less,nexus,coaching,facilitation,training,organizational transformation,team dynamics,continuous improvement,lean","agile coaching,scrum,kanban,safe,lean,agile transformation,retrospectives,change management","Agile Coach with agile transformation, Scrum/Kanban, SAFe, team coaching, retrospectives, Jira/Confluence, and change management expertise."
Lean Six Sigma Black Belt,Lean Six Sigma Black Belt,Agile & Project Management,"Lead DMAIC improvement projects, conduct value stream mapping, apply statistical analysis with Minitab, deliver measurable process improvements, and coach green/yellow belts.",lean six sigma dmaic value stream mapping statistical analysis minitab control charts process improvement change management stakeholder management project delivery,"lean six sigma,dmaic,value stream mapping,statistical analysis,minitab,control charts,process improvement,change management,stakeholder management","lean six sigma,dmaic,value stream mapping,minitab,control charts,process improvement,change management","Lean Six Sigma Black Belt with DMAIC, value stream mapping, Minitab, statistical analysis, process improvement, and change management expertise."
Continuous Improvement Manager,Continuous Improvement Manager,General,continuous improvement manager skills experience responsibilities and industry knowledge,continuous improvement lean six sigma kaizen value stream mapping 5s kanban oee root cause analysis,"continuous improvement,lean,six sigma,kaizen,value stream mapping,5s,kanban,kpi,oee,root cause analysis,waste reduction",,experienced professional with skills in continuous improvement manager related tools technologies and responsibilities
Knowledge Manager,Knowledge Manager,Analytics & Consulting,"Design and maintain organisational knowledge systems using SharePoint/Confluence. Develop taxonomies, govern content quality, and improve knowledge sharing across teams.",knowledge management knowledge base documentation sharepoint confluence information architecture taxonomy content governance intranet collaboration tools,"knowledge management,knowledge base,documentation,sharepoint,confluence,information architecture,taxonomy,content governance,intranet","knowledge management,sharepoint,confluence,information architecture,taxonomy,content governance","Knowledge Manager with knowledge management, SharePoint, Confluence, information architecture, taxonomy design, and content governance expertise."
Records Manager,Records Manager,Analytics & Consulting,"Manage organisational records and information governance frameworks. Implement ISO 15489 and GDPR-compliant retention schedules, manage ECM systems, and ensure document control.",records management document control information governance iso 15489 gdpr ecm sharepoint documentum classification retention schedules compliance,"records management,document control,information governance,iso 15489,gdpr,ecm,sharepoint,documentum,classification,retention schedules,compliance","records management,information governance,iso 15489,gdpr,ecm,sharepoint,retention schedules","Records Manager with records management, information governance, ISO 15489, GDPR, ECM/SharePoint, retention schedules, and document control expertise."
Privacy Counsel,Privacy Counsel,General,privacy counsel skills experience responsibilities and industry knowledge,privacy law gdpr ccpa cpra data protection dpia consent data breach regulatory cipp cipm,"privacy law,gdpr,ccpa,cpra,data protection,dpia,consent,data breach,regulatory,compliance,cipp,cipm,contract",,experienced professional with skills in privacy counsel related tools technologies and responsibilities
Forensic Accountant,Forensic Accountant,General,forensic accountant skills experience responsibilities and industry knowledge,forensic accounting fraud investigation litigation support financial statements excel data analytics cpa cfe,"forensic accounting,fraud investigation,litigation support,financial statements,excel,data analytics,gaap,cpa,cfe,expert witness",,experienced professional with skills in forensic accountant related tools technologies and responsibilities
Fraud Examiner,Fraud Examiner,Finance & Banking,"Conduct fraud investigations, perform forensic accounting analysis, interview witnesses, analyse financial data with Excel/SQL, and prepare evidence for regulatory/legal proceedings.",fraud examination forensic accounting cfe investigation interview techniques data analysis excel sql reporting compliance aml kyc regulatory,"fraud examination,forensic accounting,cfe,investigation,interview techniques,data analysis,excel,sql,aml,kyc,compliance","fraud examination,forensic accounting,cfe,investigation,aml,kyc,data analysis","Fraud Examiner with fraud examination, forensic accounting, CFE, investigation techniques, AML/KYC, Excel/SQL data analysis, and compliance reporting expertise."
Loss Prevention Manager,Loss Prevention Manager,General,loss prevention manager skills experience responsibilities and industry knowledge,loss prevention shrinkage theft cctv investigation compliance safety retail training policy,"loss prevention,shrinkage,theft,cctv,investigation,compliance,safety,retail,training,policy,report writing",,experienced professional with skills in loss prevention manager related tools technologies and responsibilities
Coroner,Coroner,Public Safety & Law Enforcement,"Investigate cause and manner of death through post-mortem examinations, toxicology, and histology analysis. Document findings, liaise with law enforcement, and present evidence in legal proceedings.",forensic pathology death investigation post-mortem examination toxicology histology evidence documentation legal proceedings report writing anatomy,"forensic pathology,death investigation,post-mortem examination,toxicology,histology,evidence documentation,legal proceedings,report writing,anatomy","forensic pathology,death investigation,post-mortem examination,toxicology,histology","Coroner with forensic pathology, death investigation, post-mortem examination, toxicology, histology, evidence documentation, and legal proceedings expertise."
Mortician,Mortician,Healthcare Technology,"Prepare deceased for burial or cremation through embalming and body preparation. Support grieving families, manage funeral service logistics, and ensure regulatory compliance.",mortuary science embalming funeral preparation body preparation grief support documentation regulatory compliance funeral services client communication,"mortuary science,embalming,funeral preparation,body preparation,grief support,documentation,regulatory compliance,funeral services,client communication","mortuary science,embalming,funeral preparation,grief support,regulatory compliance","Mortician with mortuary science, embalming, funeral preparation, grief support, regulatory compliance, and funeral service management expertise."
Funeral Director,Funeral Director,Healthcare Technology,"Direct funeral services, support bereaved families with compassionate guidance, coordinate logistics for cremation/burial, manage documentation, and ensure regulatory compliance.",funeral direction bereavement support funeral planning logistics coordination grief counselling regulatory compliance cremation burial documentation client management,"funeral direction,bereavement support,funeral planning,logistics coordination,grief counselling,regulatory compliance,cremation,burial,documentation","funeral direction,bereavement support,funeral planning,grief counselling,regulatory compliance","Funeral Director with funeral direction, bereavement support, funeral planning, grief counselling, logistics coordination, and regulatory compliance expertise."
Chaplain,Chaplain,General,chaplain skills experience responsibilities and industry knowledge,chaplaincy spiritual care counseling pastoral interfaith hospital crisis grief support documentation,"chaplaincy,spiritual care,counseling,pastoral,interfaith,military,hospital,prison,crisis,grief,support,documentation",,experienced professional with skills in chaplain related tools technologies and responsibilities
Minister,Minister,Public & Social Services,"Lead congregational worship, deliver sermons, provide pastoral counselling, engage communities, organise events, and manage administrative aspects of ministry.",ministry pastoral care sermon preparation worship leadership community engagement counselling event planning administrative management communication,"ministry,pastoral care,sermon preparation,worship leadership,community engagement,counselling,event planning,communication","ministry,pastoral care,sermon preparation,worship leadership,community engagement,counselling","Minister with ministry, pastoral care, sermon preparation, worship leadership, community engagement, counselling, and event planning expertise."
Rabbi,Rabbi,Public & Social Services,"Lead Jewish religious services, teach Torah and Jewish law, provide pastoral care, engage the community, coordinate lifecycle events, and administer congregational needs.",religious leadership jewish law liturgy pastoral care community engagement education counselling event coordination administration hebrew,"religious leadership,jewish law,liturgy,pastoral care,community engagement,education,counselling,event coordination,hebrew","religious leadership,jewish law,liturgy,pastoral care,community engagement,education","Rabbi with religious leadership, Jewish law, liturgy, pastoral care, community engagement, education, and event coordination expertise."
Imam,Imam,Public & Social Services,"Lead Islamic prayers, deliver khutbahs, teach Quran and Hadith, provide pastoral and spiritual guidance, and engage the Muslim community in religious and social programmes.",islamic leadership quran hadith pastoral care community guidance religious education arabic prayer leadership counselling event coordination,"islamic leadership,quran,hadith,pastoral care,community guidance,religious education,arabic,prayer leadership,counselling","islamic leadership,quran,pastoral care,community guidance,religious education,arabic,prayer leadership","Imam with Islamic leadership, Quran/Hadith, pastoral care, community guidance, religious education, Arabic, and prayer leadership expertise."
Monk,Monk,Public & Social Services,"Practise and teach contemplative traditions through meditation, liturgy, and communal living. Provide pastoral care, religious education, and spiritual guidance to seekers.",contemplative life meditation spiritual practice community living religious education pastoral care liturgy teaching counselling administration,"contemplative life,meditation,spiritual practice,community living,religious education,pastoral care,liturgy,teaching,counselling","contemplative life,meditation,spiritual practice,community living,religious education,pastoral care","Monk with contemplative life, meditation, spiritual practice, community living, religious education, pastoral care, and liturgy expertise."
Nun,Nun,Public & Social Services,"Devote life to prayer, spiritual formation, community service, and ministry. Provide pastoral care, religious education, counselling, and charitable outreach.",religious life prayer spiritual formation community service pastoral care education counselling administrative duties charity ministry,"religious life,prayer,spiritual formation,community service,pastoral care,education,counselling,charity,ministry","religious life,prayer,spiritual formation,community service,pastoral care,education","Nun with religious life, prayer, spiritual formation, community service, pastoral care, education, and ministry expertise."
Healthcare Data Analyst,Healthcare,Healthcare Technology,"Analyze clinical data using HL7/FHIR standards, build HIPAA-compliant dashboards in Tableau, support EHR integrations with Epic/EMR systems, and drive health outcome improvements through SQL and Python analytics.",healthcare analytics sql python r tableau power bi ehr claims data icd cpt quality metrics,"hl7,fhir,epic,emr,hipaa,clinical data,sql,python,tableau,healthcare analytics,r,patient outcomes,population health","patient care, clinical, diagnosis, treatment, ehr, epic, cerner, medications, nursing, surgery, anatomy, physiology, pharmacology, medical devices, fda, hipaa, icu, critical care, emergency, clinical trials, biostatistics, epidemiology, public health, mental health, therapy, counseling, cbt, hl7, fhir, epic emr, hipaa, clinical data","Experienced healthcare data analyst with expertise in HL7, FHIR, Epic EMR, HIPAA-compliant reporting, SQL, Python, and Tableau dashboards for clinical decision support."
FinTech Backend Engineer,FinTech,Financial Technology,"Design PCI-DSS compliant payment systems, integrate Stripe and banking APIs, build fraud detection pipelines with Kafka and Redis, and develop high-availability Java/Spring Boot microservices for financial platforms.",java spring boot kafka postgresql redis stripe api payment gateway pci dss compliance,"java,spring boot,kafka,postgresql,redis,stripe,payment gateway,pci dss,fraud detection,risk scoring,microservices,docker,kubernetes,jwt,oauth2","payment gateway, pci dss, stripe api, kafka, risk scoring","FinTech backend engineer skilled in Java, Spring Boot, Kafka, Stripe API integration, PCI-DSS compliance, fraud detection systems, and high-availability microservices."
E-commerce Platform Developer,E-commerce,E-commerce,"Build and scale Shopify/Magento storefronts, develop cart and inventory APIs, integrate payment gateways and logistics providers, optimize product search with Elasticsearch, and improve conversion with A/B testing.",shopify magento react node.js elasticsearch redis payment integration logistics api,"shopify,magento,react,node.js,elasticsearch,redis,payment integration,typescript,aws,cdn,headless commerce,graphql,a/b testing","shopify,magento,elasticsearch,payment integration,headless commerce,cdn,a/b testing,conversion optimisation","E-commerce developer with hands-on experience in Shopify, Magento, Elasticsearch, cart and inventory APIs, payment gateways, and React/Node.js full-stack development."
